FileID,Emitter,Addressee,Context,Emitter pre-vocalization action,Addressee pre-vocalization action,Emitter post-vocalization action,Addressee post-vocalization action,Start sample,End sample
1316,0,0,12,0,0,0,0,1,656208
1318,0,0,12,0,0,0,0,1,648016
1323,0,0,12,2,2,3,3,112753,475984
1326,0,0,11,0,0,0,0,1,361296
1329,0,0,12,0,0,0,0,1,353104
1331,0,0,12,0,0,0,0,1,353104
1333,0,0,12,0,0,0,0,1,664400
1355,0,0,12,0,0,0,0,277193,631632
1363,0,0,12,0,0,0,0,1,353104
1365,0,0,12,0,0,0,0,1,361296
1367,0,0,12,0,0,0,0,1,361296
1368,0,0,12,0,0,0,0,1,353104
1371,0,0,12,0,0,0,0,1,1016656
1375,0,0,12,0,0,0,0,1,361296
1377,0,0,12,0,0,0,0,1,344912
1378,0,0,12,0,0,0,0,216724,631632
1380,0,0,12,0,0,0,0,82276,394064
1382,0,0,12,0,0,0,0,51278,533328
1383,0,0,12,0,0,0,0,1,762704
1410,0,0,12,0,0,0,0,72749,721744
1415,0,0,12,0,0,0,0,81349,729936
1419,0,0,12,0,0,0,0,1,353104
1423,0,0,12,0,0,0,0,1,336720
1424,0,0,12,0,0,0,0,1,435024
1427,0,0,12,0,0,0,0,95371,475984
1455,0,0,12,1,2,3,3,153404,574288
1470,0,0,12,0,0,0,0,1,1123152
1476,0,0,12,0,0,0,0,75789,328528
1481,0,0,12,0,0,0,0,229651,820048
1502,0,0,12,0,0,0,0,1,336720
1507,0,0,12,0,0,0,0,1,361296
1510,0,0,12,0,0,0,0,1,607056
1511,0,0,12,0,0,0,0,1,377680
1513,0,0,6,0,0,0,0,1,328528
1514,0,0,6,0,0,0,0,1,377680
1515,0,0,12,0,0,0,0,1,320336
1516,0,0,12,0,0,0,0,1,328528
1520,0,0,12,0,0,0,0,1,377680
1525,0,0,12,0,0,0,0,1,852816
1526,0,0,12,0,0,0,0,1,328528
1532,0,0,1,0,0,0,0,1,344912
1533,0,0,1,0,0,0,0,1,344912
1534,0,0,1,0,0,0,0,1,344912
1612,0,0,11,0,0,0,0,1,377680
1615,0,0,11,0,0,0,0,186711,623440
1630,0,0,11,0,0,0,0,1,623440
1632,0,0,11,0,0,0,0,1,426832
1633,-119,0,3,2,2,3,3,1,394064
1637,0,0,11,0,0,0,0,114142,590672
1638,-102,0,3,2,2,3,3,1,320336
1642,-110,0,3,2,2,3,3,1,336720
1643,-102,0,3,2,2,3,3,1,320336
1646,-116,0,3,2,2,3,3,1,320336
1650,-110,0,3,2,2,3,2,1,492368
1651,-110,0,3,3,2,4,3,1,328528
1652,-109,0,11,2,1,3,3,1,607056
1669,110,0,0,2,2,3,2,1,369488
1681,-110,0,4,2,2,3,3,1,557904
1682,-110,0,4,2,2,3,2,1,811856
1684,-107,0,11,2,2,3,3,1,320336
1685,0,0,11,0,0,0,0,1,729936
1687,-112,0,11,2,2,3,3,80561,746320
1696,-102,0,3,2,2,2,3,1,607056
1697,0,0,11,0,0,0,0,1,754512
1699,-102,0,3,2,2,3,3,1,516944
1703,-112,0,3,2,2,3,3,1,508752
1705,112,0,3,2,2,3,3,104457,467792
1706,-102,0,3,2,2,3,3,1,377680
1707,-109,0,3,2,2,4,3,1,328528
1709,0,0,3,0,0,0,0,114583,582480
1717,-119,0,11,2,3,3,2,1,336720
1718,0,0,3,0,0,0,0,1,344912
1719,0,0,3,0,0,0,0,1,729936
1720,0,0,3,0,0,0,0,210657,566096
1724,0,0,3,0,0,0,0,1,336720
1725,0,0,3,0,0,0,0,1,492368
1729,-118,0,3,2,2,3,3,1,648016
1731,-112,0,3,2,2,3,3,144554,1196880
1733,-102,0,3,2,2,3,3,1,320336
1734,-102,0,3,2,2,3,3,1,385872
1736,-114,0,11,2,2,3,3,1,361296
1739,-110,0,3,2,2,3,3,1,426832
1740,-110,0,11,2,2,3,3,1,369488
1741,-110,0,11,2,2,3,4,190369,475984
1742,-116,0,11,2,3,3,2,1,549712
1743,-110,0,11,2,2,3,3,80186,402256
1744,-110,0,11,2,2,3,3,107533,385872
1750,-110,0,11,2,2,3,3,1,336720
1751,0,0,6,0,0,0,0,1,344912
1758,-101,0,3,2,2,3,3,1,369488
1760,-101,0,3,2,2,3,3,1,344912
1762,0,0,11,0,0,0,0,1,336720
1763,-101,0,3,2,2,3,3,1,770896
1766,-118,0,3,2,2,3,3,1,328528
1767,-110,0,3,2,2,3,3,1,320336
1768,0,0,11,0,0,0,0,306000,320336
1769,0,0,11,0,0,0,0,1,492368
1775,-118,0,3,2,2,3,3,1,729936
1776,-101,0,3,2,2,3,3,1,451408
1779,-101,0,3,2,2,3,3,1,754512
1780,-118,0,3,2,3,3,3,1,426832
1781,-109,0,11,2,2,3,3,1,328528
1782,-118,0,3,2,2,3,3,1,418640
1783,-118,0,3,2,2,3,3,1,525136
1784,-118,0,3,2,2,3,3,1,328528
1788,-110,0,11,2,2,3,3,1,328528
1791,0,0,3,0,0,0,0,1,459600
1793,-118,0,3,2,2,3,3,1,492368
1794,-118,0,3,2,2,3,3,155594,934736
1803,0,0,3,0,0,0,0,1,426832
1804,0,0,3,0,0,0,0,1,410448
1807,0,0,3,0,0,0,0,1,328528
1841,0,0,11,0,0,0,0,280298,1188688
1845,0,0,11,0,0,0,0,1,344912
1847,-101,0,11,3,2,3,3,1,435024
1857,0,0,11,0,0,0,0,224181,598864
1864,0,0,12,0,0,0,0,1,713552
1866,0,0,12,0,0,0,0,133924,549712
1872,118,0,3,2,0,3,4,1,484176
1991,118,0,12,2,3,3,4,1,566096
2147,-110,0,11,2,1,3,3,1,590672
2181,110,0,3,2,2,3,3,1,328528
2233,109,0,11,2,2,3,3,1,508752
2345,-119,0,11,2,2,3,3,1,328528
2351,0,0,11,0,0,0,0,202931,713552
2353,0,0,11,0,0,0,0,166677,459600
2368,0,0,11,0,0,0,0,1,385872
2374,0,0,11,0,0,0,0,158061,877392
2391,0,0,11,0,0,0,0,1,443216
2398,0,0,11,0,0,0,0,1,631632
2401,0,0,11,0,0,0,0,1,729936
2403,0,0,11,0,0,0,0,1,697168
2405,0,0,11,0,0,0,0,1,336720
2409,0,0,11,0,0,0,0,196369,541520
2411,0,0,11,0,0,0,0,1,402256
2413,0,0,11,0,0,0,0,1,344912
2415,0,0,11,0,0,0,0,1,377680
2420,0,0,11,0,0,0,0,1,394064
2442,0,0,11,0,0,0,0,1,492368
2449,0,0,11,0,0,0,0,1,1033040
2454,0,0,11,0,0,0,0,1,402256
2460,0,0,11,0,0,0,0,1,418640
2464,0,0,11,0,0,0,0,1,353104
2482,0,0,11,0,0,0,0,1,435024
2488,0,0,11,0,0,0,0,1,377680
2499,0,0,11,0,0,0,0,1,500560
2501,0,0,11,0,0,0,0,156139,435024
2503,0,0,11,0,0,0,0,1,779088
2511,0,0,11,0,0,0,0,1,320336
2513,0,0,11,0,0,0,0,1,328528
2521,0,0,11,0,0,0,0,1,344912
2522,0,0,11,0,0,0,0,1,402256
2532,0,0,11,0,0,0,0,1,320336
2545,0,0,12,0,0,0,0,1,861008
2547,0,0,12,0,0,0,0,1,1123152
2549,0,0,12,0,0,0,0,1,426832
2551,0,0,12,0,0,0,0,1,394064
2553,0,0,12,0,0,0,0,1,377680
2555,0,0,12,0,0,0,0,1,369488
2556,0,0,12,0,0,0,0,1,729936
2558,0,0,12,0,0,0,0,1,328528
2559,0,0,12,0,0,0,0,1,320336
2565,0,0,12,0,0,0,0,171025,533328
2568,0,0,12,0,0,0,0,1,328528
2574,0,0,12,2,2,3,3,1,484176
2587,-112,0,12,2,2,3,3,1,398691
2587,-107,0,12,2,2,3,3,398692,770896
2623,0,0,6,0,0,0,0,1,541520
2625,-112,0,12,2,2,3,3,1,336720
2627,-112,0,12,2,2,3,3,1,320336
2630,-112,0,12,2,2,3,3,1,361296
2638,112,0,12,2,2,3,3,1,402256
2640,112,0,12,2,2,3,3,1,828240
2642,-112,0,12,2,2,3,3,1,344912
2644,-112,0,12,2,2,3,3,1,328528
2647,-112,0,12,2,2,3,3,1,1049424
2654,-118,0,12,2,2,3,3,1,336720
2655,-118,0,12,2,2,3,3,1,959312
2665,-112,0,12,2,2,3,3,1,549712
2667,-112,0,12,2,2,3,3,1,361296
2680,-119,0,3,2,2,3,3,1,443216
2688,-110,0,3,2,2,3,3,1,344912
2689,110,0,3,2,2,3,3,1,320336
2693,-101,0,3,2,3,3,2,1,549712
2702,-110,0,3,2,2,3,3,1,320336
2704,110,0,3,2,2,3,3,1,328528
2705,-109,0,3,2,2,3,3,1,320336
2712,-110,0,3,2,2,2,3,1,377680
2715,-119,0,3,2,2,3,3,1,320336
2716,-109,0,3,1,2,3,3,1,320336
2717,-109,0,3,2,2,2,3,98930,508752
2718,-109,0,11,1,2,3,3,1,328528
2719,-109,0,11,2,2,3,3,1,385872
2720,-116,0,11,2,0,3,4,1,336720
2722,-109,0,3,2,2,3,3,1,713552
2724,-109,0,3,2,2,3,3,1,484176
2725,-109,0,3,2,2,3,3,350052,631632
2726,-109,0,3,2,2,3,3,1,361296
2727,-109,0,3,2,2,3,3,1,459600
2729,-109,0,3,2,2,2,3,1,402256
2735,-109,0,11,2,2,4,3,1,336720
2736,-110,0,0,2,2,3,3,1,1147728
2737,-110,0,0,2,2,3,3,1,459600
2753,-110,0,3,2,2,3,3,1,369488
2755,-119,0,11,3,2,3,3,1,582480
2764,-109,0,11,2,2,3,3,1,328528
2765,-109,0,3,2,2,3,3,1,516944
2767,-119,0,3,2,2,3,3,1,451408
2774,-118,0,3,2,2,3,3,1,688976
2775,-112,0,3,2,2,3,3,1,729936
2778,101,0,11,2,2,3,3,1,451408
2779,-110,0,11,2,2,4,3,1,328528
2781,-109,0,11,2,2,3,3,1,623440
2785,-109,0,11,3,2,3,3,1,344912
2786,-109,0,12,2,2,0,3,1,328528
2802,-109,0,3,2,2,3,3,1,369488
2805,-109,0,11,2,2,2,3,1,328528
2809,-109,0,11,2,2,3,3,1,344912
2811,-112,0,11,2,2,2,3,183269,680784
2813,-112,0,11,1,2,3,3,388016,1254224
2817,-101,0,11,2,2,3,3,1,369488
2832,-109,0,11,2,2,3,4,1,328528
2833,-101,0,11,2,2,3,3,1,443216
2840,-109,0,11,2,2,3,3,1,394064
2842,-116,0,11,2,2,3,3,1,336720
2843,-101,0,11,2,2,3,3,1,336720
2853,-110,0,3,2,2,3,3,1,467792
2856,-101,0,11,2,2,3,3,1,336720
2861,-119,0,11,2,1,3,3,1,361296
2862,-109,0,11,2,2,3,3,1,451408
2863,-109,0,11,2,2,3,3,1,320336
2865,-109,0,11,2,2,3,3,1,484176
2868,-109,0,11,2,2,3,3,1,435024
2869,-101,0,3,2,2,4,3,1,451408
2880,-109,0,12,2,2,3,3,1,500560
2887,-101,0,11,2,2,3,4,1,385872
2897,-101,0,3,2,2,3,3,1,336720
2899,-118,0,3,2,2,3,3,82540,672592
2900,-118,0,3,2,2,3,3,1,435024
2902,-101,0,3,2,2,3,3,1,336720
2904,-118,0,3,2,2,3,3,1,369488
2905,-118,0,3,2,2,3,3,1,484176
2924,-101,0,11,2,2,3,3,1,336720
2926,-101,0,11,2,2,3,3,1,320336
2964,110,0,12,0,0,3,3,1,320336
2965,114,0,11,2,2,3,3,1,435024
3020,-119,0,12,2,2,3,3,1,459600
3038,118,0,12,2,1,3,2,48166,1590096
3076,119,0,12,2,2,3,3,1,607056
3107,114,0,11,2,1,3,3,1,918352
3108,114,0,11,2,2,3,3,1,705360
3145,114,0,12,2,2,3,3,1,328528
3213,114,0,11,2,2,3,3,1,508752
3246,-114,0,12,2,2,3,3,161749,836432
3253,107,0,12,2,2,3,3,1,410448
3294,-112,0,12,2,2,3,3,1,353104
3298,-112,0,12,2,2,3,3,1,598864
3328,114,0,12,2,2,3,3,1,852816
3339,107,0,12,2,2,3,3,1,525136
3357,109,0,3,2,2,2,3,1,467792
3525,101,0,3,2,2,3,3,1,1065808
3584,102,0,12,2,2,3,3,1,328528
3606,-107,0,3,2,2,3,3,1,770896
3612,101,0,3,2,2,3,3,1,435024
3643,118,0,3,2,2,3,3,1,533328
3669,114,0,11,2,2,3,3,1,566096
3705,107,0,12,2,2,3,3,1,557904
3740,110,0,11,2,3,3,3,1,484176
3757,114,0,3,2,2,3,3,1,328528
3767,101,0,11,2,2,3,4,49157,500560
3769,101,0,3,2,2,3,3,1,328528
3784,-101,0,11,2,2,3,3,1,1180496
3786,-118,0,11,2,2,3,3,1,1819472
3788,-118,0,11,2,2,3,3,1,664400
3790,-114,0,11,2,2,3,3,99959,605312
3790,-101,0,11,2,2,3,3,605313,1409872
3793,0,0,12,0,0,0,0,1,410448
3795,-101,0,11,2,2,3,3,211173,697168
3801,-114,0,11,2,3,3,3,1,353104
3815,-112,0,11,2,2,3,3,1,508752
3820,-114,0,11,2,2,3,3,1,484176
3823,-112,0,11,2,2,3,3,1,942928
3825,-114,0,11,2,2,3,3,1,1393488
3830,-114,0,11,2,2,4,3,1,1655632
3838,-119,0,4,2,2,3,3,1,574288
3840,-119,0,11,2,2,4,4,1,435024
3858,-109,0,11,2,2,3,3,107133,484176
3861,109,0,11,2,2,3,3,1,394064
3864,-109,0,11,2,2,3,3,1,353104
3867,-109,0,11,2,2,3,3,190744,500560
3868,109,0,11,2,2,3,3,1,328528
3882,-112,0,11,2,3,3,3,1,574288
3885,-119,0,11,2,2,3,3,1,426832
3889,114,0,11,2,2,3,3,1,549712
3894,-110,0,11,2,2,3,3,1,443216
3902,-110,0,11,2,2,3,3,1,426832
3910,0,0,11,0,0,0,0,440055,811856
3912,114,0,11,2,1,3,3,1,394311
3912,118,0,11,2,2,3,3,394312,729936
3914,118,0,11,2,2,3,3,1,467792
3921,-118,0,11,2,1,3,3,1,426832
3922,-116,0,12,2,2,3,3,1,410448
3924,-110,0,11,2,2,3,3,1,320336
3926,-102,0,11,1,2,3,3,1,320336
3927,-116,0,11,2,2,3,3,344191,746320
3928,-102,0,11,2,2,3,3,1,361296
3931,0,0,11,0,0,0,0,1,336720
3937,111,0,6,0,0,0,0,1,1385296
3939,108,0,6,0,0,0,0,1,320336
3940,108,0,6,0,0,0,0,1,361296
3946,110,0,11,2,2,3,3,1,336720
3948,-110,0,11,2,2,3,3,1,484176
3960,110,0,11,2,3,3,3,1,328528
3962,0,0,11,0,0,0,0,1,361296
3964,-109,0,12,2,0,3,3,1,320336
3965,-110,0,11,0,0,0,0,1,607056
3967,-114,0,11,2,2,4,3,1,320336
3970,0,0,6,0,0,0,0,1,369488
3974,-119,0,4,2,2,3,3,1,377680
3976,0,0,11,0,0,0,0,1,369488
3981,-110,0,11,2,2,3,3,1,320336
3988,-102,0,11,2,2,3,3,1,361296
3995,-101,0,4,2,2,3,3,1,705360
4005,-114,0,11,2,2,3,3,1,753150
4005,-118,0,11,2,2,3,3,753151,820048
4006,-118,0,11,2,2,3,3,1,566096
4007,-118,0,4,2,2,3,3,1,549712
4009,-118,0,4,2,2,3,3,1,328528
4011,-118,0,4,2,2,3,3,108992,409280
4011,-118,0,11,2,2,3,3,409281,1360720
4012,-109,0,11,2,3,3,3,1,328528
4013,-109,0,11,2,2,3,3,1,385872
4014,0,0,1,0,0,0,0,1,361296
4015,0,0,1,0,0,0,0,1,361296
4016,-110,0,11,2,3,3,3,1,623440
4018,-110,0,11,2,2,3,3,1,377680
4020,-119,0,11,2,3,3,2,1,320336
4021,-101,0,11,2,3,3,3,1,656208
4027,-114,0,11,2,2,3,3,1,336720
4028,-110,0,12,2,2,3,3,1,475984
4030,-119,0,12,2,2,3,3,1,377680
4031,-110,0,11,2,2,3,3,1,320336
4032,-119,0,11,2,2,3,3,1,377680
4033,-119,0,11,2,2,3,3,1,1221456
4040,110,0,11,2,2,3,3,1,328528
4041,110,0,12,2,2,3,3,1,394064
4043,110,0,11,2,2,3,3,1,451408
4045,-110,0,11,2,2,3,3,1,369488
4047,-119,0,11,2,2,3,3,1,410448
4054,-101,0,12,2,2,3,3,1,475984
4055,110,0,11,2,2,3,4,1,443216
4057,-110,0,11,2,1,3,3,1,369488
4071,-110,0,12,2,2,3,3,1,377680
4074,-118,0,12,2,2,3,3,1,844624
4077,-109,0,11,2,2,3,3,1,451408
4078,0,0,11,0,0,0,0,1,418640
4081,110,0,12,0,0,0,0,1,598864
4082,0,0,12,0,0,0,0,1,336720
4088,-101,0,11,2,2,3,3,1,639824
4091,-101,0,11,2,2,3,3,1,377680
4098,110,0,12,0,0,0,0,1,418640
4099,0,0,11,0,0,0,0,1,344912
4104,-112,0,12,2,2,3,3,1,328528
4107,109,0,12,0,0,0,0,1,336720
4110,-112,0,12,2,2,3,3,1,435024
4111,-110,0,12,2,2,3,3,1,336720
4112,-114,0,12,2,2,3,3,1,459600
4115,110,0,12,2,2,3,3,1,975696
4116,-101,0,11,2,2,3,3,1,648016
4117,119,0,12,0,0,0,0,1,426832
4118,119,0,12,2,2,3,3,1,336720
4120,-110,0,11,2,2,3,3,1,680784
4121,0,0,12,0,0,0,0,1,336720
4122,0,0,11,0,0,0,0,1,336720
4124,0,0,12,0,0,0,0,1,508752
4125,0,0,12,0,0,0,0,1,426832
4126,-114,0,11,2,2,3,3,1,385872
4130,-114,0,4,2,2,3,3,1,582480
4131,-114,0,4,2,2,3,3,1,942928
4135,-114,0,12,2,2,3,3,1,525136
4137,0,0,12,0,0,0,0,1,385872
4138,-101,0,4,2,2,3,3,1,377680
4143,-110,0,12,2,2,3,3,1,320336
4145,-114,0,11,2,2,3,4,1,344912
4150,-101,0,12,2,2,3,3,1,926544
4156,110,0,11,0,0,0,0,1,459600
4160,110,0,11,0,0,0,0,1,328528
4161,110,0,12,2,2,3,3,1,361296
4162,-101,0,12,2,2,3,3,1,336720
4164,0,0,12,0,0,0,0,1,328528
4167,119,0,12,2,2,3,3,1,328528
4168,-101,0,12,2,2,3,3,361593,877392
4170,-101,0,4,2,2,3,3,1,443216
4174,0,0,12,2,2,3,3,165792,451408
4179,-109,0,12,2,2,3,3,1,738128
4183,0,0,12,0,0,0,0,413788,729936
4195,0,0,12,0,0,0,0,1,328528
4196,-109,0,12,2,2,3,3,1,435024
4197,-109,0,12,2,2,3,3,290443,566096
4199,-109,0,4,2,2,3,3,1,770896
4207,0,0,6,0,0,0,0,1,328528
4209,0,0,12,0,0,0,0,1,328528
4210,0,0,12,0,0,0,0,1,328528
4212,0,0,12,0,0,0,0,1,320336
4213,0,0,6,0,0,0,0,1,336720
4215,0,0,12,0,0,0,0,1,336720
4217,0,0,12,0,0,0,0,1,320336
4218,0,0,6,0,0,0,0,1,328528
4219,-107,0,4,2,2,3,3,1,975696
4221,119,0,12,2,2,3,3,1,328528
4222,0,0,12,0,0,0,0,1,336720
4224,0,0,12,0,0,0,0,1,525136
4226,119,0,12,2,2,3,3,1,336720
4228,0,0,6,0,0,0,0,1,344912
4229,0,0,6,0,0,0,0,1,320336
4230,0,0,12,0,0,0,0,1,320336
4232,107,0,12,2,2,3,3,241272,598864
4237,119,0,12,2,2,3,0,1,328528
4240,0,0,6,0,0,0,0,1,328528
4241,0,0,6,0,0,0,0,1,680784
4244,-101,0,12,2,2,3,3,1,435024
4246,-107,0,12,2,2,3,3,1,443216
4247,-107,0,4,2,2,3,3,1,951120
4249,-107,0,12,2,2,3,3,1,951120
4251,-107,0,12,2,2,3,3,1,631632
4257,0,0,12,0,0,0,0,1,328528
4258,-110,0,12,2,2,3,3,1,459600
4259,-110,0,12,2,2,3,3,1,361296
4260,0,0,12,0,0,0,0,1,336720
4261,0,0,12,0,0,0,0,83668,1123152
4268,0,0,12,0,0,0,0,1,328528
4269,-102,0,11,2,2,3,3,1,344912
4271,-109,0,11,2,2,3,3,1,336720
4273,-109,0,3,2,2,3,3,1,459600
4274,-116,0,3,2,2,3,3,1,598864
4278,-109,0,11,1,2,3,3,1,328528
4279,-109,0,3,2,2,3,3,1,336720
4283,-109,0,3,2,2,3,3,1,320336
4285,-119,0,3,2,2,3,3,1,336720
4286,-119,0,3,2,2,3,3,1,328528
4295,0,0,3,0,0,0,0,1,910160
4298,-118,0,11,2,3,3,4,1,328528
4300,-101,0,4,2,2,3,3,1,967504
4303,-101,0,3,2,2,3,3,123363,516944
4310,-101,0,3,2,2,3,3,1,533328
4311,-101,0,3,2,2,3,3,1,320336
4313,-101,0,3,2,2,3,3,81331,451408
4315,119,0,3,2,2,4,3,1,394064
4318,-101,0,11,3,2,3,3,1,607056
4319,-119,0,3,3,2,3,3,1,328528
4325,-112,0,4,1,2,2,3,1,320336
4328,-112,0,4,2,2,3,3,1,508752
4331,-101,0,3,2,2,3,3,1,402256
4332,-107,0,3,2,3,3,4,1,459600
4338,-110,0,4,2,2,3,3,1,472370
4338,-110,0,11,2,2,3,3,472371,869200
4343,-109,0,11,2,2,3,3,1,320336
4350,-112,0,3,2,2,3,3,1,631632
4352,-101,0,3,2,2,3,3,1,516944
4353,-118,0,3,3,2,3,3,1,713552
4355,-118,0,3,2,2,3,3,1,566096
4361,-107,0,3,2,2,3,3,1,328528
4362,-107,0,3,2,2,3,3,1,320336
4363,-107,0,3,2,2,3,3,1,451408
4364,-101,0,3,2,2,3,3,1,672592
4366,-114,0,3,2,2,3,3,1,328528
4367,114,0,3,2,2,3,3,1,353104
4371,-107,0,3,2,2,3,3,1,76178
4371,-101,0,3,2,2,3,3,76179,353104
4372,-107,0,3,2,2,3,3,1,328528
4373,-101,0,3,2,2,3,3,1,566096
4374,-109,0,3,2,2,3,3,1,328528
4378,-101,0,11,1,2,2,3,1,410448
4379,-119,0,11,2,2,3,3,1,353104
4390,-101,0,3,2,2,3,3,1,336720
4405,-101,0,3,2,2,3,4,1,435024
4416,-114,0,11,2,2,3,3,1,361296
4419,0,0,11,0,0,0,0,1,344912
4421,0,0,11,0,0,0,0,1,402256
4422,0,0,11,0,0,0,0,48869,475984
4425,0,0,11,0,0,0,0,1,1647440
4427,-118,0,11,2,2,3,3,1,623440
4440,-118,0,3,2,2,3,4,1,320336
4443,-118,0,3,2,2,3,3,1,369488
4446,-110,0,3,2,2,3,2,1,328528
4447,-109,0,11,2,2,4,3,1,336720
4449,-112,0,11,2,2,3,3,1,713552
4450,-110,0,11,2,2,4,3,1,418640
4451,-101,0,3,2,2,3,3,1,533328
4453,-114,0,3,2,2,3,3,149275,443216
4456,-101,0,3,2,2,3,3,1,754512
4458,101,0,3,2,2,3,3,1,344912
4460,-101,0,3,2,2,3,3,1,394064
4462,-101,0,3,2,2,3,3,1,320336
4483,-118,0,3,2,2,3,3,1,353104
4491,-101,0,11,1,2,3,3,1,484176
4506,-110,0,11,2,2,3,3,1,328528
4508,-101,0,3,2,2,3,2,1,1655632
4514,-119,0,11,2,3,3,3,1,533328
4516,-118,0,3,2,2,3,3,1,385872
4517,-101,0,3,2,2,3,3,1,361296
4521,-119,0,11,2,2,3,3,1,328528
4526,-101,0,11,2,2,3,3,1,336720
